Number	Released	Released Worldwide	Year	Year	Title	Theatrical Distributor	Genre	Source	Production Method	Creative Type	Production Budget	Opening Weekend Theaters	Maximum Theaters	Theatrical Engagements	Opening Weekend Revenue	Domestic Box Office	Infl. Adj. Dom. Box Office	International Box Office	Worldwide Box Office
53	Aug 14 2009	Aug 14 2009	2009	2009	Grace	Anchor Bay Entertainment	Horror	Original Screenplay	Live Action	Fantasy	5000000	2	2	2	6174	8297	9324	0	8297
54	Jul 31 2009	Jul 31 2009	2009	2009	The Collector	Freestyle Releasing	Horror	Original Screenplay	Live Action	Contemporary Fiction	3000000	1325	1325	3156	3576296	7712114	8668409	2761722	10473836
55	Jul 14 2009	Jul 14 2009	2009	2009	[Rec]		Horror	Original Screenplay	Live Action	Fantasy	2100000	0	0	0	0	0	0	23266821	23266821
56	May 29 2009	May 29 2009	2009	2009	Drag Me To Hell	Universal	Horror	Original Screenplay	Live Action	Fantasy	30000000	2508	2510	10567	15825480	42100625	47321097	49287862	91388487
57	Mar 13 2009	Mar 13 2009	2009	2009	The Last House on the Left	Universal	Horror	Remake	Live Action	Contemporary Fiction	15000000	2401	2402	9851	14118685	32752215	36813490	13774028	46526243
58	Feb 13 2009	Feb 13 2009	2009	2009	Friday the 13th	Warner Bros.	Horror	Remake	Live Action	Fantasy	17000000	3105	3105	12220	40570365	65002019	73062270	27668218	92670237
59	Jan 16 2009	Jan 16 2009	2009	2009	My Bloody Valentine	Lionsgate	Horror	Remake	Live Action	Contemporary Fiction	14000000	2534	2534	8202	21241456	51545952	57937645	51290050	102836002
60	Jan 9 2009	Jan 9 2009	2009	2009	The Unborn	Universal	Horror	Original Screenplay	Live Action	Fantasy	16000000	2357	2359	9024	19810585	42670410	47961541	35538402	78208812
61	Dec 31 2008	Dec 31 2008	2008	2008	Animals		Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	5500000	0	0	0	0	0	0	0	0
62	Dec 31 2008	Dec 31 2008	2008	2008	The Cottage		Horror	Original Screenplay	Live Action	Contemporary Fiction	5000000	0	0	0	0	0	0	1504960	1504960
63	Oct 31 2008	Oct 31 2008	2008	2008	Eden Lake	Third Rail	Horror	Original Screenplay	Live Action	Contemporary Fiction	2000000	10	10	10	5824	7321	8590	4287052	4294373
64	Oct 31 2008	Oct 31 2008	2008	2008	My Name is Bruce	Image Entertainment	Horror	Original Screenplay	Live Action	Contemporary Fiction	1500000	1	4	17	16432	173066	203188	0	173066
65	Oct 24 2008	Oct 24 2008	2008	2008	Saw V	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	10800000	3060	3084	11961	30053954	56746769	66626084	61463009	118209778
66	Oct 24 2008	Oct 24 2008	2008	2008	Låt den rätte komma in	Magnolia Pictures	Horror	Original Screenplay	Live Action	Fantasy	4500000	4	53	678	49295	2122085	2459545	10125597	12247682
67	Oct 14 2008	Oct 14 2008	2008	2008	No Man's Land: The Rise of Reeker		Horror	Remake	Live Action	Contemporary Fiction	2000000	0	0	0	0	0	0	0	0
68	Oct 10 2008	Oct 10 2008	2008	2008	Quarantine	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	12000000	2461	2463	8987	14211321	31691811	37209185	10232963	41924774
69	Oct 7 2008	Oct 7 2008	2008	2008	Jack Brooks: Monster Slayer		Horror	Original Screenplay	Live Action	Fantasy	2150000	0	0	0	0	0	0	0	0
70	Aug 15 2008	Aug 15 2008	2008	2008	Mirrors	20th Century Fox	Horror	Remake	Live Action	Contemporary Fiction	35000000	2664	2664	11193	11161074	30691439	36034659	46529157	77220596
71	Apr 25 2008	Apr 25 2008	2008	2008	Rogue	Weinstein Co.	Horror	Original Screenplay	Live Action	Contemporary Fiction	23000000	10	10	10	7711	10452	12266	4662925	4673377
72	Apr 15 2008	Apr 15 2008	2008	2008	à L'Intérieur		Horror		Live Action	Contemporary Fiction	3000000	0	0	0	0	0	0	895932	895932
73	Apr 11 2008	Apr 11 2008	2008	2008	Prom Night	Sony Pictures	Horror	Remake	Live Action	Contemporary Fiction	18000000	2700	2821	12974	20804941	43869350	51506769	13324305	57193655
74	Apr 8 2008	Apr 8 2008	2008	2008	Day of the Dead		Horror	Remake	Live Action	Fantasy	18000000	0	0	0	0	0	0	0	0
75	Apr 4 2008	Apr 4 2008	2008	2008	The Ruins	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	25000000	2812	2814	8969	8003421	17432844	20467812	5477719	22910563
76	Mar 21 2008	Mar 21 2008	2008	2008	Shutter	20th Century Fox	Horror	Remake	Live Action	Contemporary Fiction	8000000	2753	2756	10090	10447559	25928550	30442576	21853876	47782426
77	Feb 22 2008	Feb 22 2008	2008	2008	The Signal	Magnolia Pictures	Horror	Original Screenplay	Live Action	Science Fiction	50000	160	160	207	144836	251150	294873	155149	406299
78	Feb 15 2008	Feb 15 2008	2008	2008	Diary of the Dead	Weinstein Co.	Horror	Original Screenplay	Live Action	Fantasy	2750000	42	48	450	232576	952620	1118459	4441827	5394447
79	Jan 8 2008	Jan 8 2008	2008	2008	White Noise 2: The Light		Horror	Original Screenplay	Live Action	Fantasy	10000000	0	0	0	0	0	0	8243567	8243567
80	Jan 4 2008	Jan 4 2008	2008	2008	One Missed Call	Warner Bros.	Horror	Remake	Live Action	Fantasy	20000000	2240	2240	8039	12511473	26890041	31571454	17623425	44513466
1	Dec 31 2007	Dec 31 2007	2007	2007	Tin Can Man		Horror	Original Screenplay	Live Action	Contemporary Fiction	12000	0	0	0	0	0	0	0	0
2	Dec 28 2007	Dec 28 2007	2007	2007	El orfanato	Picturehouse	Horror	Original Screenplay	Live Action	Contemporary Fiction	4000000	19	707	2243	233323	7159147	8452491	72091046	79250193
3	Dec 14 2007	Dec 14 2007	2007	2007	I am Legend	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	150000000	3606	3648	24705	77211321	256393010	311582688	329139674	585532684
4	Dec 7 2007	Dec 7 2007	2007	2007	Timber Falls	Slowhand Cinema	Horror	Original Screenplay	Live Action	Contemporary Fiction	2600000	0	0	0	0	0	0	71248	71248
5	Nov 21 2007	Nov 21 2007	2007	2007	The Mist	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Science Fiction	13000000	2423	2423	9121	8931973	25593755	31346576	31595653	57189408
6	Oct 26 2007	Oct 26 2007	2007	2007	Saw IV	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	10000000	3183	3183	12388	31756764	63300095	77561016	72459599	135759694
7	Oct 19 2007	Oct 19 2007	2007	2007	30 Days of Night	Sony Pictures	Horror	Based on Comic/Graphic Novel	Live Action	Fantasy	30000000	2855	2859	11168	15951902	39568996	48483518	40707160	80276156
8	Sep 7 2007	Sep 7 2007	2007	2007	Hatchet	Anchor Bay Entertainment	Horror	Original Screenplay	Live Action	Contemporary Fiction	1500000	82	82	82	9152	175281	214763	65115	240396
9	Aug 31 2007	Aug 31 2007	2007	2007	Halloween	MGM	Horror	Original Screenplay	Live Action	Fantasy	15000000	3472	3475	15513	26362367	58269151	71396646	19245250	77514401
10	Jun 22 2007	Jun 22 2007	2007	2007	1408	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	22500000	2678	2733	14140	20617667	71985628	88203318	59277742	131263370
11	Jun 15 2007	Jun 15 2007	2007	2007	Fido	Lionsgate	Horror	Original Screenplay	Live Action	Fantasy	8000000	2	4	8	10203	298110	365263	158704	456814
12	Jun 8 2007	Jun 8 2007	2007	2007	Hostel: Part II	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	7500000	2350	2350	5929	8203391	17544812	21497495	16061597	33606409
13	May 11 2007	May 11 2007	2007	2007	28 Weeks Later	20th Century Fox	Horror	Original Screenplay	Live Action	Science Fiction	15000000	2303	2305	8938	9807292	28638916	35090996	35593798	64232714
14	Apr 6 2007	Apr 6 2007	2007	2007	Grindhouse	Weinstein/Dimension	Horror	Original Screenplay	Live Action	Fantasy	53000000	2624	2629	8024	11596613	25031037	30670296	25156752	50187789
15	Apr 5 2007	Apr 5 2007	2007	2007	The Reaping	Warner Bros.	Horror	Original Screenplay	Live Action	Fantasy	40000000	2603	2603	9105	10025203	25126214	30786908	37100000	62226214
16	Mar 23 2007	Mar 23 2007	2007	2007	The Hills Have Eyes II	20th Century Fox	Horror	Remake	Live Action	Fantasy	15000000	2447	2465	7174	9686362	20804166	25491148	16662372	37466538
17	Mar 13 2007	Mar 13 2007	2007	2007	Sublime		Horror	Original Screenplay	Live Action	Contemporary Fiction	1800000	0	0	0	0	0	0	0	0
18	Feb 2 2007	Feb 2 2007	2007	2007	The Messengers	Sony Pictures	Horror	Original Screenplay	Live Action	Fantasy	16000000	2528	2529	10156	14713321	35374833	43344447	18400000	53774833
19	Jan 26 2007	Jan 26 2007	2007	2007	Blood and Chocolate	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	15000000	1200	1200	3105	2074300	3526588	4321092	3024722	6551310
20	Dec 29 2006	Dec 29 2006	2006	2006	El Laberinto del Fauno	Picturehouse	Horror	Original Screenplay	Live Action	Historical Fiction	16000000	17	1143	7784	568641	37634615	46148442	49406954	87041569
21	Dec 5 2006	Dec 5 2006	2006	2006	Black Christmas	MGM	Horror	Remake	Live Action	Contemporary Fiction	9000000	1544	1544	3753	3723364	16235738	20567472	0	16235738
22	Oct 27 2006	Oct 27 2006	2006	2006	Saw III	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	10000000	3167	3167	13310	33610391	80238724	103269068	83638091	163876815
23	Oct 13 2006	Oct 13 2006	2006	2006	The Grudge 2	Sony Pictures	Horror	Remake	Live Action	Contemporary Fiction	20000000	3211	3214	11578	20825300	39143839	50379012	31600000	70743839
24	Oct 6 2006	Oct 6 2006	2006	2006	The Texas Chainsaw Massacre: The Begi…	New Line	Horror	Remake	Live Action	Historical Fiction	16000000	2820	2820	11268	18508228	39517763	50860264	11000000	50517763
25	Sep 22 2006	Sep 22 2006	2006	2006	Feast	Weinstein/Dimension	Horror	Original Screenplay	Live Action	Fantasy	3200000	146	146	146	54556	56131	72237	634741	690872
26	Aug 11 2006	Aug 11 2006	2006	2006	Pulse	Weinstein/Dimension	Horror	Remake	Live Action	Contemporary Fiction	20500000	2323	2323	7964	8203822	20264436	26080793	9976999	30241435
27	Jun 6 2006	Jun 6 2006	2006	2006	The Omen	20th Century Fox	Horror	Remake	Live Action	Contemporary Fiction	25000000	2723	2723	9056	16026496	54607383	70280952	64688201	119295584
28	May 19 2006	May 19 2006	2006	2006	See No Evil	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	8000000	1257	1270	5210	4581233	15032800	19347550	3795236	18828036
29	May 12 2006	May 12 2006	2006	2006	Dead Man's Shoes	Magnolia Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	1125000	1	2	5	1825	6408	8245	408328	414736
30	May 5 2006	May 5 2006	2006	2006	An American Haunting	Freestyle Releasing	Horror	Based on Fiction Book/Short Story	Live Action	Historical Fiction	14000000	1680	1703	6544	5783508	16298046	20975956	14145231	30443277
31	Apr 21 2006	Apr 21 2006	2006	2006	Silent Hill	Sony Pictures	Horror	Based on Game	Live Action	Contemporary Fiction	50000000	2926	2932	11901	20152598	46982632	60467716	47721595	94704227
32	Apr 14 2006	Apr 14 2006	2006	2006	Hard Candy	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	950000	2	152	445	58049	1024640	1318730	7242426	8267066
33	Mar 31 2006	Mar 31 2006	2006	2006	Slither	Universal	Horror	Original Screenplay	Live Action	Science Fiction	15250000	1945	1946	4548	3880270	7802450	10041926	5127893	12930343
34	Mar 24 2006	Mar 24 2006	2006	2006	Stay Alive	Walt Disney	Horror	Original Screenplay	Live Action	Contemporary Fiction	20000000	2009	2009	7788	10726406	23086480	29712825	101026	23187506
35	Mar 10 2006	Mar 10 2006	2006	2006	The Hills Have Eyes	Fox Searchlight	Horror	Remake	Live Action	Contemporary Fiction	17000000	2620	2621	11328	15708512	41778863	53770350	28576950	70355813
36	Feb 10 2006	Feb 10 2006	2006	2006	Final Destination 3	New Line	Horror	Original Screenplay	Live Action	Fantasy	25000000	2880	2880	13502	19173094	54098051	69625427	58700000	112798051
37	Feb 3 2006	Feb 3 2006	2006	2006	When a Stranger Calls	Sony Pictures	Horror	Remake	Live Action	Contemporary Fiction	15000000	2999	3004	12408	21607203	47860214	61597184	19355221	67215435
38	Jan 6 2006	Jan 6 2006	2006	2006	Hostel	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	4800000	2195	2337	8784	19556099	47326473	60910248	34914637	82241110
39	Dec 31 2005	Dec 31 2005	2005	2005	The Call of Cthulhu		Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	50000	0	0	0	0	0	0	0	0
40	Dec 25 2005	Dec 25 2005	2005	2005	Wolf Creek	Weinstein Co.	Horror	Based on Real Life Events	Live Action	Dramatization	1100000	1749	1761	5706	2805754	16186348	21173909	12818716	29005064
41	Oct 28 2005	Oct 28 2005	2005	2005	Saw II	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	5000000	2949	2949	14278	31725652	87025093	114449221	65900000	152925093
42	Oct 21 2005	Oct 21 2005	2005	2005	Doom	Universal	Horror	Based on Game	Live Action	Science Fiction	70000000	3043	3044	9062	15488870	28212337	37102959	26400000	54612337
43	Oct 14 2005	Oct 14 2005	2005	2005	The Fog	Sony Pictures	Horror	Remake	Live Action	Contemporary Fiction	18000000	2972	2972	11240	11752917	29511112	38811020	7537414	37048526
44	Oct 13 2005	Oct 13 2005	2005	2005	The Dark Hours	Freestyle Releasing	Horror		Live Action		400000	1	1	1	338	423	548	0	423
45	Sep 16 2005	Sep 16 2005	2005	2005	Venom	Miramax/Dimension	Horror	Original Screenplay	Live Action	Contemporary Fiction	25000000	489	489	991	519489	881745	1159606	0	881745
46	Sep 9 2005	Sep 9 2005	2005	2005	The Exorcism of Emily Rose	Sony Pictures	Horror	Based on Real Life Events	Live Action	Dramatization	18000000	2981	3045	15899	30054300	75072454	98730230	69456624	144529078
47	Aug 26 2005	Aug 26 2005	2005	2005	The Cave	Sony Pictures	Horror	Original Screenplay	Live Action	Science Fiction	30000000	2195	2195	7478	6147294	15007991	19737496	12140000	27147991
48	Aug 12 2005	Aug 12 2005	2005	2005	The Skeleton Key	Universal	Horror	Original Screenplay	Live Action	Contemporary Fiction	40000000	2771	2784	14522	16057945	47907715	63004994	44349203	92256918
49	Jul 22 2005	Jul 22 2005	2005	2005	The Devil's Rejects	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	7000000	1757	1757	5345	7067335	17044981	22416407	3895447	20940428
50	Jul 1 2005	Jul 1 2005	2005	2005	Undead	Lionsgate	Horror	Original Screenplay	Live Action		750000	2	13	15	8527	41196	54171	188054	229250
51	Jun 24 2005	Jun 24 2005	2005	2005	George A. Romero's Land of the Dead	Universal	Horror	Original Screenplay	Live Action	Science Fiction	18975000	2249	2253	6369	10221705	20700082	27223345	27050933	47751015
52	Jun 10 2005	Jun 10 2005	2005	2005	High Tension	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	2850000	1323	1323	2687	1897705	3681066	4841088	2754196	6435262
53	May 6 2005	May 6 2005	2005	2005	House of Wax	Warner Bros.	Horror	Remake	Live Action	Contemporary Fiction	35000000	3111	3111	12240	12077236	32064800	42169456	38000000	70064800
54	Apr 15 2005	Apr 15 2005	2005	2005	The Amityville Horror	Filmways Pictures	Horror	Remake	Live Action	Historical Fiction	18500000	3323	3323	14605	23507007	65233369	85790525	43942304	109175673
55	Mar 18 2005	Mar 18 2005	2005	2005	The Ring Two	Dreamworks SKG	Horror	Remake	Live Action	Contemporary Fiction	50000000	3332	3341	15856	35065237	75941727	99873439	86000000	161941727
56	Feb 25 2005	Feb 25 2005	2005	2005	Cursed	Miramax/Dimension	Horror	Original Screenplay	Live Action	Fantasy	35000000	2805	2805	8765	9633085	19294901	25375345	5820000	25114901
57	Feb 4 2005	Feb 4 2005	2005	2005	Boogeyman	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	20000000	3052	3052	12171	19020655	46752382	61485579	20440477	67192859
58	Jan 28 2005	Jan 28 2005	2005	2005	Alone in the Dark	Lionsgate	Horror	Based on Game	Live Action	Fantasy	20000000	2124	2124	4457	2834421	5178569	6810504	3000000	8178569
59	Dec 25 2004	Dec 25 2004	2004	2004	Darkness	Miramax/Dimension	Horror	Original Screenplay	Live Action	Contemporary Fiction	10600000	1700	1720	7119	6163306	22163442	29852088	12245764	34409206
60	Dec 10 2004	Dec 10 2004	2004	2004	Fabled	Indican Pictures	Horror	Original Screenplay	Live Action		400000	3	3	11	9642	31425	42091	0	31425
61	Nov 12 2004	Nov 12 2004	2004	2004	Seed of Chucky	Focus/Rogue Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	29000000	2059	2062	6575	8774520	17016190	23099271	7700000	24716190
62	Oct 29 2004	Oct 29 2004	2004	2004	Saw	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	1200000	2315	2467	13727	18276468	55968727	75711339	47911300	103880027
63	Oct 22 2004	Oct 22 2004	2004	2004	The Grudge	Sony Pictures	Horror	Remake	Live Action	Fantasy	10000000	3245	3348	18639	39128715	110359362	149811494	76921753	187281115
64	Sep 10 2004	Sep 10 2004	2004	2004	Malevolence	Painted Zebra Releasing	Horror	Original Screenplay	Live Action		200000	0	10	83	0	126021	169165	220085	346106
65	Sep 10 2004	Sep 10 2004	2004	2004	Resident Evil: Apocalypse	Sony Pictures	Horror	Based on Game	Live Action	Science Fiction	50000000	3284	3284	13960	23036273	50740078	68879035	74428656	125168734
66	Aug 27 2004	Aug 27 2004	2004	2004	Anacondas: The Hunt for the Blood Orchid	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	25000000	2905	2905	11700	12812287	31526393	42796691	38800000	70326393
67	Aug 20 2004	Aug 20 2004	2004	2004	Exorcist: The Beginning	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Historical Fiction	78000000	2803	2813	11395	18054001	41814863	56763169	2142678	43957541
68	Aug 13 2004	Aug 13 2004	2004	2004	AVP: Alien Vs. Predator	20th Century Fox	Horror	Spin-Off	Live Action	Science Fiction	70000000	3395	3401	14754	38291056	80281096	108980612	92262423	172543519
69	Mar 19 2004	Mar 19 2004	2004	2004	Dawn of the Dead	Universal	Horror	Remake	Live Action	Science Fiction	28000000	2745	2748	11427	26722575	58990765	80079251	44462110	103452875
70	Nov 21 2003	Nov 21 2003	2003	2003	Gothika	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	40000000	2382	2382	12050	19288438	59588068	83249437	81896744	141484812
71	Oct 17 2003	Oct 17 2003	2003	2003	The Texas Chainsaw Massacre	New Line	Horror	Remake	Live Action	Historical Fiction	9000000	3016	3018	14947	28094014	80571655	112635835	27395664	107967319
72	Oct 10 2003	Oct 10 2003	2003	2003	The House of the Dead	Artisan	Horror	Based on Game	Live Action	Contemporary Fiction	7000000	1520	1540	4309	5683280	10199354	14258797	3568462	13767816
73	Sep 12 2003	Sep 12 2003	2003	2003	Cabin Fever	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	1500000	2087	2105	7885	8633585	21158188	29579353	9193476	30351664
74	Aug 29 2003	Aug 29 2003	2003	2003	Jeepers Creepers II	MGM	Horror	Original Screenplay	Live Action	Fantasy	25000000	3124	3124	11999	15269324	35623801	49802425	84300000	119923801
75	Aug 15 2003	Aug 15 2003	2003	2003	Freddy vs. Jason	New Line	Horror	Spin-Off	Live Action	Contemporary Fiction	25000000	3014	3014	14652	36428066	82622655	115507287	31953748	114576403
76	Jun 27 2003	Jun 27 2003	2003	2003	28 Days Later…	Fox Searchlight	Horror	Original Screenplay	Live Action	Science Fiction	8000000	1260	1407	9283	10061858	45064915	63001192	37890718	82955633
77	May 30 2003	May 30 2003	2003	2003	Wrong Turn	20th Century Fox	Horror	Original Screenplay	Live Action	Contemporary Fiction	10000000	1615	1615	5783	5161498	15417771	21554195	13231785	28649556
78	Apr 11 2003	Apr 11 2003	2003	2003	House of 1000 Corpses	Lionsgate	Horror	Original Screenplay	Live Action	Contemporary Fiction	7000000	595	847	4249	3460666	12634962	17663801	4370504	17005466
79	Mar 14 2003	Mar 14 2003	2003	2003	Willard	New Line	Horror	Remake	Live Action	Contemporary Fiction	20000000	1761	1762	4146	4010593	6882696	9622069	0	6882696
80	Jan 31 2003	Jan 31 2003	2003	2003	Final Destination 2	New Line	Horror	Original Screenplay	Live Action	Fantasy	26000000	2834	2834	13135	16017141	46896664	65561998	43500000	90396664
81	Jan 24 2003	Jan 24 2003	2003	2003	Darkness Falls	Sony Pictures	Horror	Original Screenplay	Live Action	Fantasy	7000000	2837	2865	11356	12024917	32539681	45490792	14750077	47289758
82	Nov 27 2002	Nov 27 2002	2002	2002	Wes Craven Presents: They	Miramax/Dimension	Horror	Original Screenplay	Live Action	Contemporary Fiction	17000000	1615	1623	4866	5144090	12840842	18623573	3300000	16140842
83	Oct 25 2002	Oct 25 2002	2002	2002	Ghost Ship	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	20000000	2787	2787	10697	11503423	30113491	43680669	38236393	68349884
84	Oct 18 2002	Oct 18 2002	2002	2002	The Ring	Dreamworks SKG	Horror	Remake	Live Action	Contemporary Fiction	48000000	1981	2927	23134	15015393	129094024	187209874	119124462	248218486
85	Aug 30 2002	Aug 30 2002	2002	2002	FearDotCom	Warner Bros.	Horror	Original Screenplay	Live Action	Contemporary Fiction	40000000	2550	2550	7717	5710128	13208023	19164130	0	13208023
86	Jul 12 2002	Jul 12 2002	2002	2002	Halloween: Resurrection	Miramax/Dimension	Horror		Live Action	Contemporary Fiction	15000000	1954	2094	8826	12292121	30259652	43905134	7400000	37659652
87	Apr 26 2002	Apr 26 2002	2002	2002	Jason X	New Line	Horror		Live Action	Contemporary Fiction	14000000	1878	1879	5929	6649006	13121555	19038674	3830243	16951798
88	Mar 15 2002	Mar 15 2002	2002	2002	Resident Evil	Sony Pictures	Horror	Based on Game	Live Action	Science Fiction	35000000	2528	2528	9290	17707106	40119709	58211553	63667692	103787401
89	Feb 22 2002	Feb 22 2002	2002	2002	Queen of the Damned	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	35000000	2511	2511	8961	14757535	30307804	43975002	0	30307804
90	Oct 26 2001	Oct 26 2001	2001	2001	Thirteen Ghosts	Warner Bros.	Horror	Original Screenplay	Live Action	Fantasy	19000000	2781	2781	12529	15165355	41867960	62358109	26600000	68467960
91	Oct 24 2001	Oct 24 2001	2001	2001	Bones	New Line	Horror	Original Screenplay	Live Action	Contemporary Fiction	10000000	847	847	2669	2823548	7316658	10897419	1062195	8378853
92	Sep 7 2001	Sep 7 2001	2001	2001	Soul Survivors	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	14000000	601	604	2312	1140698	3100650	4618106	1187596	4288246
93	Aug 31 2001	Aug 31 2001	2001	2001	Jeepers Creepers	MGM	Horror	Original Screenplay	Live Action	Contemporary Fiction	10000000	2944	2944	15695	13106108	37904175	56454446	21034860	58939035
94	Aug 10 2001	Aug 10 2001	2001	2001	The Others	Miramax	Horror	Original Screenplay	Live Action	Historical Fiction	17000000	1678	2843	27741	14089952	96522687	143760820	111242369	207765056
95	Jul 6 2001	Jul 6 2001	2001	2001	Cure		Horror	Original Screenplay	Live Action	Fantasy	10000	2	5	34	3879	94596	140891	0	94596
96	Apr 27 2001	Apr 27 2001	2001	2001	The Forsaken	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	5000000	1514	1514	4560	3020159	6755271	10061289	0	6755271
97	Feb 9 2001	Feb 9 2001	2001	2001	Hannibal	MGM	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	87000000	3230	3292	25321	58003121	165092266	245888297	185008014	350100280
98	Feb 2 2001	Feb 2 2001	2001	2001	Valentine	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	10000000	2310	2310	7809	10024648	20384136	30360114	0	20384136
1	Jul 14 1999	Jul 14 1999	1999	1999	The Blair Witch Project	Artisan	Horror	Original Screenplay	Live Action	Contemporary Fiction	600000	27	2618	20163	1512054	140539099	233217434	107760901	248300000
2	Nov 11 1994	Nov 11 1994	1994	1994	Interview with the Vampire: The Vampi…	Warner Bros.	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	50000000	2604	2604	19251	36389705	105264608	216921460	118300000	223564608
3	Dec 20 1996	Dec 20 1996	1996	1996	Scream	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	15000000	1413	1994	31199	6354586	103046663	192019703	70000000	173046663
4	Dec 12 1997	Dec 12 1997	1997	1997	Scream 2	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	24000000	2663	3112	22715	32926342	101363301	185543575	0	101363301
5	Nov 19 1999	Nov 19 1999	1999	1999	Sleepy Hollow	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Historical Fiction	70000000	3064	3069	26071	30060467	101068340	166932377	106000000	207068340
6	Jul 23 1999	Jul 23 1999	1999	1999	The Haunting	Dreamworks SKG	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	80000000	2808	2881	16204	33435140	91188905	151323314	89000000	180188905
7	Feb 4 2000	Feb 4 2000	2000	2000	Scream 3	Miramax	Horror	Original Screenplay	Live Action	Contemporary Fiction	40000000	3467	3467	22442	34713342	89138076	139412609	72700000	161838076
8	Nov 13 1992	Nov 13 1992	1992	1992	Bram Stoker's Dracula	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	40000000	2491	2491	11243	30521679	82522790	167630626	133339902	215862692
9	Jun 4 1982	Jun 4 1982	1982	1982	Poltergeist	MGM	Horror	Original Screenplay	Live Action	Fantasy	10700000	890	1060	16885	6896612	74706019	214208070	47000000	121706019
10	Aug 4 2000	Aug 4 2000	2000	2000	Hollow Man	Sony Pictures	Horror	Original Screenplay	Live Action	Science Fiction	90000000	2956	2956	16421	26414386	73209340	114499944	117990660	191200000
11	Oct 17 1997	Oct 17 1997	1997	1997	I Know What You Did Last Summer	Sony Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Contemporary Fiction	17000000	2524	2524	21228	15818645	72250091	132623213	53000000	125250091
12	Apr 11 1997	Apr 11 1997	1997	1997	Anaconda	Sony Pictures	Horror	Original Screenplay	Live Action	Contemporary Fiction	45000000	2456	2456	20646	16620887	65598907	120479031	71400000	136998907
13	Apr 21 1989	Apr 21 1989	1989	1989	Pet Sematary	Paramount Pictures	Horror	Based on Fiction Book/Short Story	Live Action	Fantasy	11500000	1585	1585	12632	12046179	57469179	121419844	0	57469179
14	Aug 5 1998	Aug 5 1998	1998	1998	Halloween: H2O	Miramax	Horror		Live Action	Contemporary Fiction	17000000	2607	2669	16957	16187724	55041738	98934295	0	55041738
15	Mar 17 2000	Mar 17 2000	2000	2000	Final Destination	New Line	Horror	Original Screenplay	Live Action	Fantasy	23000000	2587	2587	18394	10015822	53302314	83365214	58734556	112036870
16	Sep 10 1999	Sep 10 1999	1999	1999	Stigmata	MGM	Horror	Original Screenplay	Live Action	Contemporary Fiction	32000000	2899	2901	15419	18309666	50041732	83039116	39400000	89441732
17	Aug 19 1988	Aug 19 1988	1988	1988	A Nightmare on Elm Street 4: The Drea…	New Line	Horror	Original Screenplay	Live Action	Fantasy	13000000	1765	1767	9637	12833403	49369899	101262340	0	49369899
